,title,id,vote_count,vote_average,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
223,The Chronicles of Riddick,2789,1570,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
224,RoboCop,97020,2342,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
225,Speed Racer,7459,354,5.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
226,How Do You Know,42888,223,4.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
227,Knight and Day,37834,1547,5.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Oblivion,75612,4800,6.4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
229,Star Wars: Episode III - Revenge of the Sith,1895,4116,7.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
230,Star Wars: Episode II - Attack of the Clones,1894,3992,6.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
231,"Monsters, Inc.",585,5996,7.5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
232,The Wolverine,76170,4053,6.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
233,Star Wars: Episode I - The Phantom Menace,1893,4432,6.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
234,The Croods,49519,2399,6.8,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
235,Asterix at the Olympic Games,2395,471,5.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
236,Windtalkers,12100,341,5.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
237,The Huntsman: Winter's War,290595,1523,6.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Teenage Mutant Ninja Turtles,98566,2636,5.8,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
239,Gravity,49047,5751,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
240,Dante's Peak,9619,428,5.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
241,Teenage Mutant Ninja Turtles: Out of the Shadows,308531,963,5.8,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
242,Fantastic Four,166424,2278,4.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
243,Night at the Museum,1593,2862,6.3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
244,San Andreas,254128,2968,6.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
245,Tomorrow Never Dies,714,925,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
246,The Patriot,2024,1099,6.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
247,Ocean's Twelve,163,2124,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
248,Mr. & Mrs. Smith,787,2965,6.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
249,Insurgent,262500,3829,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
250,The Aviator,2567,1489,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Gulliver's Travels,38745,621,4.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,The Green Hornet,40805,1251,5.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,300: Rise of an Empire,53182,2397,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
254,The Smurfs,41513,1179,5.5,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
255,Home on the Range,13700,389,5.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
256,Allegiant,262504,1998,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
257,Real Steel,39254,2692,6.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
258,The Smurfs 2,77931,695,5.5,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
259,Speed 2: Cruise Control,1639,434,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
260,Ender's Game,80274,2303,6.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
261,Live Free or Die Hard,1571,2089,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
262,The Lord of the Rings: The Fellowship of the Ring,120,8705,8.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
263,Around the World in 80 Days,10204,672,5.7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Ali,8489,447,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
265,The Cat in the Hat,10588,366,4.9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
266,"I, Robot",2048,3793,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
267,Kingdom of Heaven,1495,1157,6.6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
268,Stuart Little,10137,959,5.8,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
269,The Princess and the Frog,10198,1247,6.7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
270,The Martian,286217,7268,7.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
271,The Island,1635,1770,6.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
272,Town & Country,24113,16,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
273,Gone in Sixty Seconds,9679,1485,6.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
274,Gladiator,98,5439,7.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Minority Report,180,2608,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
276,Harry Potter and the Chamber of Secrets,672,5815,7.4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
277,Casino Royale,36557,3855,7.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
278,Planet of the Apes,869,1243,5.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
279,Terminator 2: Judgment Day,280,4185,7.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
280,Public Enemies,11322,1344,6.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
281,American Gangster,4982,1502,7.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
282,True Lies,36955,1116,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
283,The Taking of Pelham 1 2 3,18487,954,6.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
284,Little Fockers,39451,1060,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
285,The Other Guys,27581,1383,6.1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Eraser,9268,543,5.6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
287,Django Unchained,68718,10099,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
288,The Hunchback of Notre Dame,10545,1129,6.8,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
289,The Emperor's New Groove,11688,1490,7.2,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
290,The Expendables 2,76163,2896,6.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,National Treasure,2059,1926,6.4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
292,Eragon,2486,967,4.9,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
293,Where the Wild Things Are,16523,572,6.4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
294,Epic,116711,1121,6.4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
295,The Tourist,37710,1699,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
296,End of Days,9946,482,5.5,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
297,Blood Diamond,1372,2281,7.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
298,The Wolf of Wall Street,106646,6571,7.9,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Batman Forever,414,1498,5.2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
300,Starship Troopers,563,1560,6.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
301,Cloud Atlas,83542,2977,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
302,Legend of the Guardians: The Owls of Ga'Hoole,41216,703,6.5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
303,Catwoman,314,808,4.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Hercules,184315,1680,5.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Treasure Planet,9016,948,7.2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
306,Land of the Lost,18162,381,5.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
307,The Expendables 3,138103,1795,6.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
308,Point Break,257088,783,5.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
309,Son of the Mask,10214,338,3.6,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
310,In the Heart of the Sea,205775,1276,6.5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
311,The Adventures of Pluto Nash,11692,142,4.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
312,Green Zone,22972,717,6.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
313,The Peanuts Movie,227973,604,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,The Spanish Prisoner,29193,73,7.1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
315,The Mummy Returns,1734,2206,6.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
316,Gangs of New York,3131,1910,7.1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
317,The Flowers of War,76758,187,7.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
318,Surf's Up,9408,601,5.9,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
319,The Stepford Wives,9890,334,5.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
320,Black Hawk Down,855,1811,7.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
321,The Campaign,77953,578,5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,The Fifth Element,18,3885,7.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
323,Sex and the City 2,37786,426,5.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
324,The Road to El Dorado,10501,858,7.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
325,Ice Age: Continental Drift,57800,2672,6.2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
326,Cinderella,150689,2374,6.7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
327,The Lovely Bones,7980,1065,6.6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
328,Finding Nemo,12,6122,7.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
329,The Lord of the Rings: The Return of the King,122,8064,8.1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
330,The Lord of the Rings: The Two Towers,121,7487,8.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
331,Seventh Son,68737,957,5.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
332,Lara Croft: Tomb Raider,1995,2192,5.7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
333,Transcendence,157353,2295,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
334,Jurassic Park III,331,2077,5.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
335,Rise of the Planet of the Apes,61791,4347,7.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
336,The Spiderwick Chronicles,8204,572,6.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
337,A Good Day to Die Hard,47964,3493,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
338,The Alamo,10733,106,5.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
339,The Incredibles,9806,5152,7.4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340,Cutthroat Island,1408,136,5.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Percy Jackson & the Olympians: The Lightning Thief,32657,2010,6.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
342,Men in Black,607,4412,6.9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
343,Toy Story 2,863,3806,7.3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
344,Unstoppable,44048,1165,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
345,Rush Hour 2,5175,1054,6.4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
346,What Lies Beneath,2655,488,6.3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
347,Cloudy with a Chance of Meatballs,22794,1747,6.5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
348,Ice Age: Dawn of the Dinosaurs,8355,2271,6.5,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
349,The Secret Life of Walter Mitty,116745,3144,7.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
350,Charlie's Angels,4327,1232,5.6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
351,The Departed,1422,4339,7.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
352,Mulan,10674,2008,7.6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
353,Tropic Thunder,7446,1667,6.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,The Girl with the Dragon Tattoo,65754,2434,7.2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
355,Die Hard: With a Vengeance,1572,2066,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
356,Sherlock Holmes,10528,5766,7.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
357,Ben-Hur,271969,621,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
358,Atlantis: The Lost Empire,10865,1224,6.7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
359,Alvin and the Chipmunks: The Road Chip,258509,428,5.8,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
360,Valkyrie,2253,1173,6.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
361,You Don't Mess with the Zohan,10661,1048,5.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,Pixels,257344,2513,5.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
363,A.I. Artificial Intelligence,644,1974,6.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
364,The Haunted Mansion,10756,466,5.2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
365,Contact,686,1308,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
366,Hollow Man,9383,634,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
367,The Interpreter,179,392,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
368,Percy Jackson: Sea of Monsters,76285,1648,5.9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
369,Lara Croft Tomb Raider: The Cradle of Life,1996,1418,5.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
370,Now You See Me 2,291805,3235,6.7,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
371,The Saint,10003,302,5.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
372,Spy Game,1535,579,6.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
373,Mission to Mars,2067,369,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
374,Rio,46195,2166,6.5,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
375,Bicentennial Man,2277,963,6.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
376,Volcano,10357,376,5.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
377,The Devil's Own,4477,290,5.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
378,K-19: The Widowmaker,8665,264,6.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
379,Conan the Barbarian,9387,650,6.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
380,Cinderella Man,921,616,7.3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
381,The Nutcracker: The Untold Story,49852,50,5.4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
382,Seabiscuit,4464,216,6.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
383,Twister,664,950,6.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Cast Away,8358,3218,7.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
385,Happy Feet,9836,1410,5.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,The Bourne Supremacy,2502,2825,7.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
387,Air Force One,9772,840,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
388,Ocean's Eleven,161,3783,7.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
389,The Three Musketeers,52451,924,5.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
390,Hotel Transylvania,76492,2566,6.8,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
391,Enchanted,4523,1449,6.6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
392,Safe House,59961,1345,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
393,102 Dalmatians,10481,313,5.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
394,Tower Heist,59108,932,5.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,The Holiday,1581,1225,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
396,Enemy of the State,9798,1240,6.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
397,It's Complicated,22897,360,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
398,Ocean's Thirteen,298,1999,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
399,Open Season,7484,656,6.1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
400,Divergent,157350,4663,6.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
401,Enemy at the Gates,853,999,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
402,The Rundown,10159,514,6.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
403,Last Action Hero,9593,712,6.1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
404,Memoirs of a Geisha,1904,652,7.3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
405,The Fast and the Furious: Tokyo Drift,9615,1705,6.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
406,Arthur Christmas,51052,333,6.7,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
407,Meet Joe Black,297,1147,6.9,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
408,Collateral Damage,9884,427,5.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
409,All That Jazz,16858,85,7.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
410,Mirror Mirror,62764,1114,5.5,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
411,Scott Pilgrim vs. the World,22538,2126,7.2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,The Core,9341,516,5.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
413,Nutty Professor II: The Klumps,12107,332,4.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
414,Scooby-Doo,9637,820,5.4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
415,Dredd,49049,1940,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
416,Click,9339,2104,6.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
417,Creepshow,16281,226,6.7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
418,Cats & Dogs 2 : The Revenge of Kitty Galore,39691,119,4.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
419,Jumper,8247,1799,5.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
420,Hellboy II: The Golden Army,11253,1527,6.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
421,Zodiac,1949,2023,7.3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
422,The 6th Day,8452,595,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
423,Bruce Almighty,310,3012,6.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
424,The Expendables,27578,2926,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
425,Mission: Impossible,954,2631,6.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
426,The Hunger Games,70160,9455,6.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
427,The Hangover Part II,45243,3739,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Batman Returns,364,1673,6.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
429,Over the Hedge,7518,1074,6.3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
430,Lilo & Stitch,11544,1314,7.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
431,Charlotte's Web,9986,288,5.8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
432,Deep Impact,8656,855,5.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
433,RED 2,146216,1526,6.4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
434,The Longest Yard,9291,785,6.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Alvin and the Chipmunks: Chipwrecked,55301,484,5.4,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
436,Grown Ups 2,109418,1155,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Get Smart,11665,1051,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
438,Something's Gotta Give,6964,410,6.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
439,Shutter Island,11324,6336,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
440,Four Christmases,12193,331,5.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
441,Robots,9928,1333,6.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
442,Face/Off,754,1583,6.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
443,Bedtime Stories,10202,901,5.9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
444,Road to Perdition,4147,1077,7.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
445,Just Go with It,50546,1543,6.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
446,Con Air,1701,1270,6.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
447,Eagle Eye,13027,1018,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
448,Cold Mountain,2289,533,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
449,The Book of Eli,20504,2164,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
450,Flubber,9574,695,5.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
